workout_id,workout_start_time,workout_name,exercise_idx,exercise_title,muscle_group,equipment,set_index,set_type,weight_kg,reps,rpe,distance_meters,duration_seconds
Workout_134,2025-07-16 23:55:14,Legs,5,Sumo Squat (Dumbbell),quadriceps,dumbbell,1,normal,10.0,15.0,,,
Workout_134,2025-07-16 23:55:14,Legs,5,Sumo Squat (Dumbbell),quadriceps,dumbbell,2,normal,10.0,15.0,,,
Workout_134,2025-07-16 23:55:14,Legs,5,Sumo Squat (Dumbbell),quadriceps,dumbbell,3,normal,12.5,15.0,,,
Workout_134,2025-07-16 23:55:14,Legs,5,Sumo Squat (Dumbbell),quadriceps,dumbbell,4,normal,12.5,15.0,,,
Workout_134,2025-07-16 23:55:14,Legs,6,Spinning,cardio,machine,1,normal,,,,,310.0
Workout_135,2025-07-19 00:02:35,Back,1,Warm Up,full_body,none,1,normal,,,,,333.0
Workout_135,2025-07-19 00:02:35,Back,2,Lat Pulldown (Cable),lats,machine,1,normal,25.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,2,Lat Pulldown (Cable),lats,machine,2,normal,25.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,2,Lat Pulldown (Cable),lats,machine,3,normal,31.5,10.0,,,
Workout_135,2025-07-19 00:02:35,Back,3,T Bar Row,upper_back,barbell,1,normal,15.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,3,T Bar Row,upper_back,barbell,2,normal,15.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,3,T Bar Row,upper_back,barbell,3,normal,20.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,3,T Bar Row,upper_back,barbell,4,normal,20.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,4,Back Extension (Weighted Hyperextension),lower_back,machine,1,normal,5.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,4,Back Extension (Weighted Hyperextension),lower_back,machine,2,normal,5.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,4,Back Extension (Weighted Hyperextension),lower_back,machine,3,normal,10.0,10.0,,,
Workout_135,2025-07-19 00:02:35,Back,4,Back Extension (Weighted Hyperextension),lower_back,machine,4,normal,10.0,10.0,,,
Workout_135,2025-07-19 00:02:35,Back,5,Iso-Lateral High Row (Machine),lats,machine,1,normal,20.0,15.0,,,
Workout_135,2025-07-19 00:02:35,Back,5,Iso-Lateral High Row (Machine),lats,machine,2,normal,20.0,10.0,,,
Workout_135,2025-07-19 00:02:35,Back,5,Iso-Lateral High Row (Machine),lats,machine,3,normal,20.0,10.0,,,
Workout_135,2025-07-19 00:02:35,Back,5,Iso-Lateral High Row (Machine),lats,machine,4,normal,20.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,1,Warm Up,full_body,none,1,normal,,,,,301.0
Workout_136,2025-07-19 23:57:59,Chest,2,Chest Press (Machine),chest,machine,1,normal,20.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,2,Chest Press (Machine),chest,machine,2,normal,25.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,2,Chest Press (Machine),chest,machine,3,normal,25.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,2,Chest Press (Machine),chest,machine,4,normal,30.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,3,Chest Fly (Machine),chest,machine,1,normal,20.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,3,Chest Fly (Machine),chest,machine,2,normal,35.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,3,Chest Fly (Machine),chest,machine,3,normal,30.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,3,Chest Fly (Machine),chest,machine,4,normal,30.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,4,Bench Press (Barbell),chest,barbell,1,normal,30.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,4,Bench Press (Barbell),chest,barbell,2,normal,30.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,4,Bench Press (Barbell),chest,barbell,3,normal,35.0,10.0,,,
Workout_136,2025-07-19 23:57:59,Chest,4,Bench Press (Barbell),chest,barbell,4,normal,35.0,7.0,,,
Workout_136,2025-07-19 23:57:59,Chest,5,Incline Bench Press (Dumbbell),chest,dumbbell,1,normal,10.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,5,Incline Bench Press (Dumbbell),chest,dumbbell,2,normal,15.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,5,Incline Bench Press (Dumbbell),chest,dumbbell,3,normal,15.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,5,Incline Bench Press (Dumbbell),chest,dumbbell,4,normal,15.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,6,Incline Chest Fly (Dumbbell),chest,dumbbell,1,normal,10.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,6,Incline Chest Fly (Dumbbell),chest,dumbbell,2,normal,10.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,6,Incline Chest Fly (Dumbbell),chest,dumbbell,3,normal,15.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,6,Incline Chest Fly (Dumbbell),chest,dumbbell,4,normal,15.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,7,Triceps Extension (Dumbbell),triceps,dumbbell,1,normal,5.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,7,Triceps Extension (Dumbbell),triceps,dumbbell,2,normal,5.0,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,7,Triceps Extension (Dumbbell),triceps,dumbbell,3,normal,7.5,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,7,Triceps Extension (Dumbbell),triceps,dumbbell,4,normal,7.5,15.0,,,
Workout_136,2025-07-19 23:57:59,Chest,8,Elliptical Trainer,cardio,machine,1,normal,,,,800.0,300.0
Workout_137,2025-07-20 23:58:03,Shoulders,1,Warm Up,full_body,none,1,normal,,,,,314.0
Workout_137,2025-07-20 23:58:03,Shoulders,2,Overhead Press (Dumbbell),shoulders,dumbbell,1,normal,15.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,2,Overhead Press (Dumbbell),shoulders,dumbbell,2,normal,15.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,2,Overhead Press (Dumbbell),shoulders,dumbbell,3,normal,20.0,12.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,2,Overhead Press (Dumbbell),shoulders,dumbbell,4,normal,20.0,12.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,3,Rear Delt Reverse Fly (Machine),shoulders,machine,1,normal,15.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,3,Rear Delt Reverse Fly (Machine),shoulders,machine,2,normal,20.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,3,Rear Delt Reverse Fly (Machine),shoulders,machine,3,normal,20.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,3,Rear Delt Reverse Fly (Machine),shoulders,machine,4,normal,25.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,4,Plate Front Raise,shoulders,plate,1,normal,5.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,4,Plate Front Raise,shoulders,plate,2,normal,10.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,4,Plate Front Raise,shoulders,plate,3,normal,10.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,4,Plate Front Raise,shoulders,plate,4,normal,15.0,10.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,5,Overhead Press (Barbell),shoulders,barbell,1,normal,15.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,5,Overhead Press (Barbell),shoulders,barbell,2,normal,20.0,10.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,5,Overhead Press (Barbell),shoulders,barbell,3,normal,20.0,10.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,5,Overhead Press (Barbell),shoulders,barbell,4,normal,20.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,6,Face Pull,shoulders,machine,1,normal,20.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,6,Face Pull,shoulders,machine,2,normal,25.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,6,Face Pull,shoulders,machine,3,normal,25.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,6,Face Pull,shoulders,machine,4,normal,30.0,15.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,7,Shrug (Dumbbell),traps,dumbbell,1,normal,20.0,20.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,7,Shrug (Dumbbell),traps,dumbbell,2,normal,20.0,20.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,7,Shrug (Dumbbell),traps,dumbbell,3,normal,25.0,20.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,7,Shrug (Dumbbell),traps,dumbbell,4,normal,25.0,20.0,,,
Workout_137,2025-07-20 23:58:03,Shoulders,8,Treadmill,cardio,machine,1,normal,,,,300.0,300.0
Workout_138,2025-07-21 23:56:25,Legs,1,Warm Up,full_body,none,1,normal,,,,,390.0
Workout_138,2025-07-21 23:56:25,Legs,2,Bicep Curl (Machine),biceps,machine,1,normal,15.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,2,Bicep Curl (Machine),biceps,machine,2,normal,10.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,2,Bicep Curl (Machine),biceps,machine,3,normal,10.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,2,Bicep Curl (Machine),biceps,machine,4,normal,15.0,10.0,,,
Workout_138,2025-07-21 23:56:25,Legs,3,Squat (Machine),quadriceps,machine,1,normal,5.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,3,Squat (Machine),quadriceps,machine,2,normal,5.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,3,Squat (Machine),quadriceps,machine,3,normal,20.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,3,Squat (Machine),quadriceps,machine,4,normal,20.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,4,Walking Lunge (Dumbbell),quadriceps,dumbbell,1,normal,10.0,,,2.0,
Workout_138,2025-07-21 23:56:25,Legs,4,Walking Lunge (Dumbbell),quadriceps,dumbbell,2,normal,10.0,,,2.0,
Workout_138,2025-07-21 23:56:25,Legs,4,Walking Lunge (Dumbbell),quadriceps,dumbbell,3,normal,15.0,,,2.0,
Workout_138,2025-07-21 23:56:25,Legs,5,Leg Extension (Machine),quadriceps,machine,1,normal,20.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,5,Leg Extension (Machine),quadriceps,machine,2,normal,25.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,5,Leg Extension (Machine),quadriceps,machine,3,normal,25.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,5,Leg Extension (Machine),quadriceps,machine,4,normal,30.0,10.0,,,
Workout_138,2025-07-21 23:56:25,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,1,normal,20.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,2,normal,25.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,3,normal,25.0,15.0,,,
Workout_138,2025-07-21 23:56:25,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,4,normal,30.0,10.0,,,
Workout_138,2025-07-21 23:56:25,Legs,7,Seated Calf Raise,calves,machine,1,normal,5.0,20.0,,,
Workout_138,2025-07-21 23:56:25,Legs,7,Seated Calf Raise,calves,machine,2,normal,5.0,20.0,,,
Workout_138,2025-07-21 23:56:25,Legs,7,Seated Calf Raise,calves,machine,3,normal,10.0,25.0,,,
Workout_138,2025-07-21 23:56:25,Legs,7,Seated Calf Raise,calves,machine,4,normal,10.0,25.0,,,
Workout_138,2025-07-21 23:56:25,Legs,8,Treadmill,cardio,machine,1,normal,,,,800.0,600.0
Workout_139,2025-07-23 00:04:15,Core,1,Warm Up,full_body,none,1,normal,,,,,440.0
Workout_139,2025-07-23 00:04:15,Core,2,Plank,abdominals,none,1,normal,,,,,120.0
Workout_139,2025-07-23 00:04:15,Core,2,Plank,abdominals,none,2,normal,,,,,120.0
Workout_139,2025-07-23 00:04:15,Core,2,Plank,abdominals,none,3,normal,,,,,60.0
Workout_139,2025-07-23 00:04:15,Core,3,Kettlebell Swing,full_body,kettlebell,1,normal,10.0,30.0,,,
Workout_139,2025-07-23 00:04:15,Core,3,Kettlebell Swing,full_body,kettlebell,2,normal,10.0,30.0,,,
Workout_139,2025-07-23 00:04:15,Core,3,Kettlebell Swing,full_body,kettlebell,3,normal,10.0,17.0,,,
Workout_139,2025-07-23 00:04:15,Core,4,Side Bend (Dumbbell),abdominals,dumbbell,1,normal,20.0,15.0,,,
Workout_139,2025-07-23 00:04:15,Core,4,Side Bend (Dumbbell),abdominals,dumbbell,2,normal,20.0,15.0,,,
Workout_139,2025-07-23 00:04:15,Core,4,Side Bend (Dumbbell),abdominals,dumbbell,3,normal,30.0,15.0,,,
Workout_139,2025-07-23 00:04:15,Core,4,Side Bend (Dumbbell),abdominals,dumbbell,4,normal,30.0,15.0,,,
Workout_139,2025-07-23 00:04:15,Core,5,Burpee,full_body,none,1,normal,,9.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,1,Warm Up,full_body,none,1,normal,,,,,334.0
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,2,Lat Pulldown (Cable),lats,machine,1,normal,30.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,2,Lat Pulldown (Cable),lats,machine,2,normal,30.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,2,Lat Pulldown (Cable),lats,machine,3,normal,35.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,3,T Bar Row,upper_back,barbell,1,normal,15.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,3,T Bar Row,upper_back,barbell,2,normal,20.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,3,T Bar Row,upper_back,barbell,3,normal,20.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,3,T Bar Row,upper_back,barbell,4,normal,20.0,10.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,4,Back Extension (Weighted Hyperextension),lower_back,machine,1,normal,5.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,4,Back Extension (Weighted Hyperextension),lower_back,machine,2,normal,5.0,10.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,4,Back Extension (Weighted Hyperextension),lower_back,machine,3,normal,10.0,10.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,5,Dumbbell Row,lats,dumbbell,1,normal,15.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,5,Dumbbell Row,lats,dumbbell,2,normal,20.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,5,Dumbbell Row,lats,dumbbell,3,normal,20.0,15.0,,,
Workout_140,2025-07-26 00:04:47,Morning workout ☀️,5,Dumbbell Row,lats,dumbbell,4,normal,25.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,1,Warm Up,full_body,none,1,normal,,,,,342.0
Workout_141,2025-07-29 00:28:57,Chest,2,Bench Press (Barbell),chest,barbell,1,normal,30.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,2,Bench Press (Barbell),chest,barbell,2,normal,30.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,2,Bench Press (Barbell),chest,barbell,3,normal,40.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,2,Bench Press (Barbell),chest,barbell,4,normal,40.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,3,Decline Bench Press (Barbell),chest,barbell,1,normal,30.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,3,Decline Bench Press (Barbell),chest,barbell,2,normal,30.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,3,Decline Bench Press (Barbell),chest,barbell,3,normal,40.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,3,Decline Bench Press (Barbell),chest,barbell,4,normal,40.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,4,Iso-Lateral Chest Press (Machine),chest,machine,1,normal,10.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,4,Iso-Lateral Chest Press (Machine),chest,machine,2,normal,10.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,4,Iso-Lateral Chest Press (Machine),chest,machine,3,normal,15.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,5,Chest Press (Machine),chest,machine,1,normal,25.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,5,Chest Press (Machine),chest,machine,2,normal,25.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,5,Chest Press (Machine),chest,machine,3,normal,30.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,5,Chest Press (Machine),chest,machine,4,normal,25.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,6,Chest Fly (Machine),chest,machine,1,normal,25.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,6,Chest Fly (Machine),chest,machine,2,normal,25.0,15.0,,,
Workout_141,2025-07-29 00:28:57,Chest,6,Chest Fly (Machine),chest,machine,3,normal,30.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,6,Chest Fly (Machine),chest,machine,4,normal,30.0,10.0,,,
Workout_141,2025-07-29 00:28:57,Chest,7,Spinning,cardio,machine,1,normal,,,,,300.0
Workout_142,2025-07-30 23:55:08,Back,1,Warm Up,full_body,none,1,normal,,,,,122.0
Workout_142,2025-07-30 23:55:08,Back,2,Rear Delt Reverse Fly (Machine),shoulders,machine,1,normal,18.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,2,Rear Delt Reverse Fly (Machine),shoulders,machine,2,normal,25.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,2,Rear Delt Reverse Fly (Machine),shoulders,machine,3,normal,25.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,2,Rear Delt Reverse Fly (Machine),shoulders,machine,4,normal,32.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,3,Overhead Press (Barbell),shoulders,barbell,1,normal,15.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,3,Overhead Press (Barbell),shoulders,barbell,2,normal,20.0,10.0,,,
Workout_142,2025-07-30 23:55:08,Back,3,Overhead Press (Barbell),shoulders,barbell,3,normal,20.0,10.0,,,
Workout_142,2025-07-30 23:55:08,Back,3,Overhead Press (Barbell),shoulders,barbell,4,normal,20.0,15.0,,,
Workout_142,2025-07-30 23:55:08,Back,4,Shrug (Dumbbell),traps,dumbbell,1,normal,20.0,20.0,,,
Workout_142,2025-07-30 23:55:08,Back,4,Shrug (Dumbbell),traps,dumbbell,2,normal,25.0,20.0,,,
Workout_142,2025-07-30 23:55:08,Back,4,Shrug (Dumbbell),traps,dumbbell,3,normal,25.0,20.0,,,
Workout_142,2025-07-30 23:55:08,Back,5,Treadmill,cardio,machine,1,normal,,,,320.0,180.0
Workout_143,2025-08-03 00:18:49,Chest,1,Warm Up,full_body,none,1,normal,,,,,335.0
Workout_143,2025-08-03 00:18:49,Chest,2,Bench Press (Dumbbell),chest,dumbbell,1,normal,10.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,2,Bench Press (Dumbbell),chest,dumbbell,2,normal,15.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,2,Bench Press (Dumbbell),chest,dumbbell,3,normal,15.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,2,Bench Press (Dumbbell),chest,dumbbell,4,normal,20.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,3,Incline Bench Press (Barbell),chest,barbell,1,normal,30.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,3,Incline Bench Press (Barbell),chest,barbell,2,normal,30.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,3,Incline Bench Press (Barbell),chest,barbell,3,normal,35.0,10.0,,,
Workout_143,2025-08-03 00:18:49,Chest,3,Incline Bench Press (Barbell),chest,barbell,4,normal,35.0,7.0,,,
Workout_143,2025-08-03 00:18:49,Chest,4,Triceps Dip (Assisted),triceps,machine,1,normal,120.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,4,Triceps Dip (Assisted),triceps,machine,2,normal,90.0,5.0,,,
Workout_143,2025-08-03 00:18:49,Chest,4,Triceps Dip (Assisted),triceps,machine,3,normal,105.0,7.0,,,
Workout_143,2025-08-03 00:18:49,Chest,4,Triceps Dip (Assisted),triceps,machine,4,normal,105.0,7.0,,,
Workout_143,2025-08-03 00:18:49,Chest,5,Chest Press (Machine),chest,machine,1,normal,25.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,5,Chest Press (Machine),chest,machine,2,normal,25.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,5,Chest Press (Machine),chest,machine,3,normal,30.0,10.0,,,
Workout_143,2025-08-03 00:18:49,Chest,5,Chest Press (Machine),chest,machine,4,normal,30.0,10.0,,,
Workout_143,2025-08-03 00:18:49,Chest,6,Chest Fly (Machine),chest,machine,1,normal,25.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,6,Chest Fly (Machine),chest,machine,2,normal,25.0,15.0,,,
Workout_143,2025-08-03 00:18:49,Chest,6,Chest Fly (Machine),chest,machine,3,normal,30.0,10.0,,,
Workout_143,2025-08-03 00:18:49,Chest,6,Chest Fly (Machine),chest,machine,4,normal,30.0,7.0,,,
Workout_143,2025-08-03 00:18:49,Chest,7,Treadmill,cardio,machine,1,normal,,,,700.0,520.0
Workout_144,2025-08-04 00:05:56,Back + biceps,1,Warm Up,full_body,none,1,normal,,,,,351.0
Workout_144,2025-08-04 00:05:56,Back + biceps,2,Iso-Lateral High Row (Machine),lats,machine,1,normal,20.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,2,Iso-Lateral High Row (Machine),lats,machine,2,normal,30.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,2,Iso-Lateral High Row (Machine),lats,machine,3,normal,30.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,2,Iso-Lateral High Row (Machine),lats,machine,4,normal,30.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,3,T Bar Row,upper_back,barbell,1,normal,20.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,3,T Bar Row,upper_back,barbell,2,normal,20.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,3,T Bar Row,upper_back,barbell,3,normal,25.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,3,T Bar Row,upper_back,barbell,4,normal,25.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,4,Lat Pulldown (Cable),lats,machine,1,normal,32.5,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,4,Lat Pulldown (Cable),lats,machine,2,normal,32.5,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,4,Lat Pulldown (Cable),lats,machine,3,normal,32.5,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,4,Lat Pulldown (Cable),lats,machine,4,normal,39.0,6.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,5,Back Extension (Weighted Hyperextension),lower_back,machine,1,normal,5.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,5,Back Extension (Weighted Hyperextension),lower_back,machine,2,normal,5.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,5,Back Extension (Weighted Hyperextension),lower_back,machine,3,normal,5.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,6,Chin Up (Assisted),lats,machine,1,normal,105.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,6,Chin Up (Assisted),lats,machine,2,normal,105.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,6,Chin Up (Assisted),lats,machine,3,normal,105.0,4.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,7,Bicep Curl (Machine),biceps,machine,1,normal,10.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,7,Bicep Curl (Machine),biceps,machine,2,normal,10.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,7,Bicep Curl (Machine),biceps,machine,3,normal,15.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,7,Bicep Curl (Machine),biceps,machine,4,normal,15.0,10.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,8,Bicep Curl (Dumbbell),biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,8,Bicep Curl (Dumbbell),biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,8,Bicep Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,8,Bicep Curl (Dumbbell),biceps,dumbbell,4,normal,15.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,9,Hammer Curl (Dumbbell),biceps,dumbbell,1,normal,10.0,15.0,,,
Workout_144,2025-08-04 00:05:56,Back + biceps,9,Hammer Curl (Dumbbell),biceps,dumbbell,2,normal,15.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,1,Warm Up,full_body,none,1,normal,,,,,263.0
Workout_145,2025-08-05 02:01:26,Shoulder,2,Standing Military Press (Barbell),shoulders,barbell,1,normal,20.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,2,Standing Military Press (Barbell),shoulders,barbell,2,normal,20.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,2,Standing Military Press (Barbell),shoulders,barbell,3,normal,20.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,2,Standing Military Press (Barbell),shoulders,barbell,4,normal,25.0,7.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,3,Face Pull,shoulders,machine,1,normal,25.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,3,Face Pull,shoulders,machine,2,normal,25.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,3,Face Pull,shoulders,machine,3,normal,30.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,3,Face Pull,shoulders,machine,4,normal,30.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,4,Overhead Press (Dumbbell),shoulders,dumbbell,1,normal,15.0,20.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,4,Overhead Press (Dumbbell),shoulders,dumbbell,2,normal,15.0,20.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,4,Overhead Press (Dumbbell),shoulders,dumbbell,3,normal,20.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,4,Overhead Press (Dumbbell),shoulders,dumbbell,4,normal,20.0,15.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,5,Shrug (Dumbbell),traps,dumbbell,1,normal,25.0,20.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,5,Shrug (Dumbbell),traps,dumbbell,2,normal,25.0,20.0,,,
Workout_145,2025-08-05 02:01:26,Shoulder,5,Shrug (Dumbbell),traps,dumbbell,3,normal,30.0,15.0,,,
